Name,Team,Position,,Price,Prediction,My Prediction,Final Predict,DO NOT FILTER
Jake Carlisle,St Kilda,['Defender'],Defender,422100,71.14830876,,71.14830876,
Jake Kelly,Adelaide,['Defender'],Defender,364900,61.64306785,,61.64306785,
Jake Kolodjashnij,Geelong,['Defender'],Defender,320000,57.06653901,,57.06653901,
Jake Lever,Melbourne,['Defender'],Defender,374600,72.16340561,,72.16340561,
Jake Lloyd,Sydney,['Defender'],Defender,608200,91.92284303,108,103.9807108,
Jake Long,Essendon,['Midfield'],Midfield,217900,53.29268293,,53.29268293,
Jake Melksham,Melbourne,['Forward'],Forward,400400,65.57667104,,65.57667104,
Jake Patmore,Port Adelaide,"['Midfield', 'Forward']","Midfield, Forward",123900,23.82692308,,23.82692308,
Jake Stein,GWS,['Defender'],Defender,123900,23.82692308,,23.82692308,
Jake Stringer,Essendon,['Forward'],Forward,383800,71.15051903,,71.15051903,
Jake Tarca,Geelong,['Forward'],Forward,117300,22.55769231,,22.55769231,
Jake Waterman,West Coast,['Forward'],Forward,304700,56,,56,
Jamaine Jones,Geelong,['Forward'],Forward,215700,44,,44,
James Aish,Collingwood,"['Defender', 'Midfield']","Defender, Midfield",370900,60.484375,,60.484375,
James Bell,Sydney,"['Midfield', 'Forward']","Midfield, Forward",123900,23.82692308,,23.82692308,
James Cousins,Hawthorn,['Midfield'],Midfield,219900,48.56603774,75,68.39150943,
James Frawley,Hawthorn,['Defender'],Defender,364600,65.02173913,,65.02173913,
James Harmes,Melbourne,['Midfield'],Midfield,453800,74.67604984,,74.67604984,
James Jordan,Melbourne,"['Defender', 'Midfield']","Defender, Midfield",117300,44.36619718,,44.36619718,
James Madden,Brisbane,['Midfield'],Midfield,102400,19.69230769,,19.69230769,
James Parsons,Geelong,['Forward'],Forward,291200,50.05607477,,50.05607477,
James Rose,Sydney,['Forward'],Forward,165000,49.59574468,,49.59574468,
James Rowbottom,Sydney,['Midfield'],Midfield,117300,43.51885458,,43.51885458,
James Sicily,Hawthorn,['Defender'],Defender,570400,78.97971169,107,99.99492792,
James Stewart,Essendon,['Forward'],Forward,366200,62.1500399,,62.1500399,
James Worpel,Hawthorn,"['Midfield', 'Forward']","Midfield, Forward",395700,72,,72,
Jamie Cripps,West Coast,['Forward'],Forward,440000,73.1349481,,73.1349481,
Jamie Elliott,Collingwood,['Forward'],Forward,280300,74.20603015,,74.20603015,
Jamie MacMillan,North Melbourne,['Defender'],Defender,440200,80.78664276,80,80.19666069,
Jared Polec,North Melbourne,['Midfield'],Midfield,513500,84.19853948,80,81.04963487,
Jarman Impey,Hawthorn,"['Defender', 'Forward']","Defender, Forward",370600,62.49693252,,62.49693252,
Jarrad McVeigh,Sydney,['Defender'],Defender,487100,89.59780986,85,86.14945246,
Jarrod Berry,Brisbane,['Midfield'],Midfield,434300,72.4,,72.4,
Jarrod Brander,West Coast,['Forward'],Forward,135700,25,,25,
Jarrod Cameron,West Coast,"['Midfield', 'Forward']","Midfield, Forward",117300,45.08474576,,45.08474576,
Jarrod Garlett,Carlton,['Forward'],Forward,249700,47.06779661,,47.06779661,
Jarrod Harbrow,Gold Coast,['Defender'],Defender,444400,78.14512093,,78.14512093,
Jarrod Lienert,Port Adelaide,['Defender'],Defender,367200,75,,75,
Jarrod Pickett,Carlton,['Forward'],Forward,190500,42.88888889,,42.88888889,
Jarrod Witts,Gold Coast,['Ruck'],Ruck,480900,86.95408735,90,89.23852184,
Jarryd Lyons,Brisbane,['Midfield'],Midfield,502000,85.24367385,90,88.81091846,
Jarryd Roughead,Hawthorn,['Forward'],Forward,454100,86.81218274,78,80.20304569,
Jarryn Geary,St Kilda,['Defender'],Defender,430800,71.18139171,,71.18139171,
Jason Carter,Fremantle,"['Defender', 'Midfield']","Defender, Midfield",102400,19.69230769,,19.69230769,
Jason Castagna,Richmond,['Forward'],Forward,317000,55.62573099,,55.62573099,
Jason Johannisen,Western Bulldogs,['Defender'],Defender,465600,84.13651877,,84.13651877,
Jasper Pittard,North Melbourne,['Defender'],Defender,365700,79.96825397,,79.96825397,
Jay Kennedy-Harris,Melbourne,['Midfield'],Midfield,301300,53.16393443,,53.16393443,
Jayden Hunt,Melbourne,['Defender'],Defender,242700,62.93644617,,62.93644617,
Jayden Laverde,Essendon,['Forward'],Forward,302200,57.95490417,,57.95490417,
Jayden Short,Richmond,['Defender'],Defender,465600,71.77118644,,71.77118644,
Jed Anderson,North Melbourne,['Midfield'],Midfield,431400,67.27988122,,67.27988122,
Jed Bews,Geelong,['Defender'],Defender,230700,48.54157783,,48.54157783,
Jeff Garlett,Melbourne,['Forward'],Forward,375100,65.84744142,,65.84744142,
Jeremy Cameron,GWS,['Forward'],Forward,441100,79.60885276,,79.60885276,
Jeremy Finlayson,GWS,['Defender'],Defender,380400,67,,67,
Jeremy Howe,Collingwood,['Defender'],Defender,497200,89.04761905,90,89.76190476,
Jeremy McGovern,West Coast,['Defender'],Defender,483100,87.50039401,-1,0,
Jesse Hogan,Fremantle,['Forward'],Forward,498300,80.84097287,95,91.46024322,
Jesse Joyce,Gold Coast,['Defender'],Defender,324900,56.9500902,,56.9500902,
Jez McLennan,Gold Coast,['Defender'],Defender,117300,22.55769231,,22.55769231,
Jimmy Webster,St Kilda,['Defender'],Defender,472300,73.46986721,,73.46986721,
Joe Atley,Port Adelaide,['Midfield'],Midfield,123900,47,,47,
Joe Daniher,Essendon,['Forward'],Forward,277800,71.31433998,,71.31433998,
Joel Amartey,Sydney,['Forward'],Forward,123900,23.82692308,,23.82692308,
Joel Crocker,North Melbourne,"['Defender', 'Forward']","Defender, Forward",117300,22.55769231,,22.55769231,
Joel Garner,Port Adelaide,['Defender'],Defender,123900,23.82692308,,23.82692308,
Joel Hamling,Fremantle,['Defender'],Defender,388100,63.27481714,,63.27481714,
Joel Selwood,Geelong,['Midfield'],Midfield,570500,105.5566112,98,99.88915281,
Joel Smith,Melbourne,['Defender'],Defender,266600,48.54545455,,48.54545455,
Jonathon Ceglar,Hawthorn,"['Forward', 'Ruck']","Forward, Ruck",396800,70.78217822,,70.78217822,
Jonathon Patton,GWS,"['Forward', 'Ruck']","Forward, Ruck",421200,72.87897379,,72.87897379,
Jordan Clark,Geelong,['Defender'],Defender,144300,68.27681719,,68.27681719,
Jordan Cunico,Geelong,['Midfield'],Midfield,381500,68.76470588,,68.76470588,
Jordan Dawson,Sydney,['Midfield'],Midfield,260600,54.97435897,,54.97435897,
Jordan De Goey,Collingwood,['Forward'],Forward,476400,77.43902439,85,83.1097561,
Jordan Gallucci,Adelaide,['Forward'],Forward,297200,54.15555556,,54.15555556,
Jordan Houlahan,Essendon,['Forward'],Forward,123900,23.82692308,,23.82692308,
Jordan Lewis,Melbourne,['Defender'],Defender,454200,90.8912435,90,90.22281088,
Jordan Murdoch,Gold Coast,['Midfield'],Midfield,399200,68.66329114,,68.66329114,
Jordan Ridley,Essendon,['Defender'],Defender,233100,53,,53,
Jordan Roughead,Collingwood,"['Forward', 'Ruck']","Forward, Ruck",379100,68.62561042,,68.62561042,
Jordon Butts,Adelaide,"['Defender', 'Forward']","Defender, Forward",102400,19.69230769,,19.69230769,
Jordon Sweet,Western Bulldogs,['Ruck'],Ruck,102400,19.69230769,,19.69230769,
Josh Battle,St Kilda,['Forward'],Forward,232100,42.03636364,,42.03636364,
Josh Bruce,St Kilda,['Forward'],Forward,268500,63.48614072,,63.48614072,
Josh Caddy,Richmond,['Forward'],Forward,458400,84.14827737,,84.14827737,
Josh Corbett,Gold Coast,['Forward'],Forward,123900,23.82692308,,23.82692308,
Josh Daicos,Collingwood,['Forward'],Forward,320800,57.5106383,,57.5106383,
Josh Dunkley,Western Bulldogs,"['Midfield', 'Forward']","Midfield, Forward",516300,81.82322863,93,90.20580716,
Josh Jenkins,Adelaide,['Forward'],Forward,438500,79.70710295,,79.70710295,
Josh P. Kennedy,Sydney,['Midfield'],Midfield,525600,103.8297707,100,100.9574427,
Josh Rotham,West Coast,['Defender'],Defender,123900,23.82692308,,23.82692308,
Josh Schache,Western Bulldogs,['Forward'],Forward,284800,49.04606241,,49.04606241,
Josh Smith,West Coast,['Forward'],Forward,244300,68.64164164,,68.64164164,
Josh Thomas,Collingwood,['Forward'],Forward,413800,72.72508591,,72.72508591,
Joshua Begley,Essendon,['Forward'],Forward,167600,42.14814815,,42.14814815,
Joshua Kelly,GWS,['Midfield'],Midfield,617800,99.68931199,118,113.422328,
Joshua Kennedy,West Coast,['Forward'],Forward,397800,42,,42,
Joshua Schoenfeld,Gold Coast,['Midfield'],Midfield,258100,51.77235772,,51.77235772,
Joshua Wagner,Melbourne,['Defender'],Defender,282300,63.51819184,,63.51819184,
Joshua Walker,Brisbane,['Defender'],Defender,389700,59.93461763,,59.93461763,
Justin Mcinerney,Sydney,['Defender'],Defender,117300,71.05150609,,71.05150609,
Justin Westhoff,Port Adelaide,"['Forward', 'Ruck']","Forward, Ruck",549500,92.23577236,95,94.30894309,
Jy Simpkin,North Melbourne,['Forward'],Forward,358300,59.1835206,,59.1835206,
Jye Caldwell,GWS,['Midfield'],Midfield,162300,65.26502052,,65.26502052,
Kade Chandler,Melbourne,['Midfield'],Midfield,108400,20.84615385,,20.84615385,
Kade Kolodjashnij,Melbourne,['Defender'],Defender,363700,74.55456172,,74.55456172,
Kade Simpson,Carlton,['Defender'],Defender,570300,99.73571973,94,95.43392993,
Kai Pudney,Port Adelaide,['Midfield'],Midfield,102400,19.69230769,,19.69230769,
Kaiden Brand,Hawthorn,['Defender'],Defender,295900,59.96853415,,59.96853415,
Kamdyn Mcintosh,Richmond,['Midfield'],Midfield,316000,63.58868283,,63.58868283,
Kane Farrell,Port Adelaide,['Forward'],Forward,216900,44,,44,
Kane Lambert,Richmond,['Forward'],Forward,481800,80.1070615,,80.1070615,
Karl Amon,Port Adelaide,['Midfield'],Midfield,270300,60.68924303,,60.68924303,
Kayne Turner,North Melbourne,['Forward'],Forward,274100,54.08043876,,54.08043876,
Keegan Brooksby,West Coast,['Ruck'],Ruck,202700,63.6446281,,63.6446281,
Kieran Strachan,Adelaide,"['Forward', 'Ruck']","Forward, Ruck",118900,22.86538462,,22.86538462,
Kieren Briggs,GWS,['Ruck'],Ruck,117300,22.55769231,,22.55769231,
Kieren Jack,Sydney,"['Midfield', 'Forward']","Midfield, Forward",310600,77.04737516,,77.04737516,
Kobe Mutch,Essendon,['Midfield'],Midfield,237400,54,,54,
Kurt Mutimer,West Coast,['Defender'],Defender,137600,42,,42,
Kyle Hartigan,Adelaide,['Defender'],Defender,260600,51.38453661,,51.38453661,
Kyle Langford,Essendon,"['Midfield', 'Forward']","Midfield, Forward",436700,66.17227456,,66.17227456,
Kym LeBois,Carlton,['Forward'],Forward,123900,23.82692308,,23.82692308,
Kyron Hayden,North Melbourne,"['Midfield', 'Forward']","Midfield, Forward",102400,19.69230769,,19.69230769,
Lachie Neale,Brisbane,['Midfield'],Midfield,607300,109.5271434,110,109.8817858,
Lachie Whitfield,GWS,['Defender'],Defender,542100,90.57148918,105,101.3928723,
Lachie Young,Western Bulldogs,['Defender'],Defender,120400,30,,30,
Lachlan Fogarty,Geelong,['Forward'],Forward,324300,59,,59,
Lachlan Henderson,Geelong,['Defender'],Defender,386000,76.00983227,,76.00983227,
Lachlan Hunter,Western Bulldogs,['Midfield'],Midfield,555500,91.32360097,100,97.83090024,
Lachlan Keeffe,GWS,['Defender'],Defender,190500,51.375,,51.375,
Lachlan Murphy,Adelaide,['Forward'],Forward,267500,49,,49,
Lachlan Plowman,Carlton,['Defender'],Defender,345800,62.03557745,,62.03557745,
Lachlan Schultz,Fremantle,['Forward'],Forward,117300,22.55769231,,22.55769231,
Lachlan Sholl,Adelaide,['Defender'],Defender,117300,22.55769231,,22.55769231,
Lachlan Weller,Gold Coast,"['Defender', 'Midfield']","Defender, Midfield",403900,68.63542562,,68.63542562,
Laitham Vandermeer,Western Bulldogs,"['Defender', 'Midfield']","Defender, Midfield",117300,22.55769231,,22.55769231,
Lance Franklin,Sydney,['Forward'],Forward,543500,96.05233034,98,97.51308258,
Levi Casboult,Carlton,['Forward'],Forward,312700,59.01463415,,59.01463415,
Levi Greenwood,Collingwood,['Defender'],Defender,300800,64.60178971,,64.60178971,
Lewis Jetta,West Coast,['Defender'],Defender,335600,67.6807954,,67.6807954,
Lewis Melican,Sydney,['Defender'],Defender,279400,58.17482517,,58.17482517,
Lewis Pierce,St Kilda,['Ruck'],Ruck,235600,57.45945946,,57.45945946,
Lewis Taylor,Brisbane,['Forward'],Forward,390400,70.71167048,,70.71167048,
Lewis Young,Western Bulldogs,['Defender'],Defender,248900,52.18461538,,52.18461538,
Liam Baker,Richmond,['Forward'],Forward,162100,37,,37,
Liam Duggan,West Coast,['Defender'],Defender,375100,61.80780209,,61.80780209,
Liam Jones,Carlton,['Defender'],Defender,382600,67.17553191,,67.17553191,
Liam Picken,Western Bulldogs,['Forward'],Forward,285500,83.82418813,70,73.45604703,
Liam Ryan,West Coast,['Forward'],Forward,336600,62,,62,
Liam Shiels,Hawthorn,['Midfield'],Midfield,498600,83.4892992,,83.4892992,
Liam Stocker,Carlton,['Midfield'],Midfield,126300,24.28846154,,24.28846154,
Lin Jong,Western Bulldogs,"['Midfield', 'Forward']","Midfield, Forward",325700,68.31081081,,68.31081081,
Lincoln McCarthy,Brisbane,['Forward'],Forward,247500,55.47503782,,55.47503782,
Lloyd Meek,Fremantle,['Ruck'],Ruck,123900,23.82692308,,23.82692308,
Lochie O'Brien,Carlton,['Midfield'],Midfield,256900,47,,47,
Logan Austin,St Kilda,['Defender'],Defender,412500,62.10638298,,62.10638298,
Lukas Webb,Western Bulldogs,['Forward'],Forward,249200,50.17647059,,50.17647059,
Luke Breust,Hawthorn,['Forward'],Forward,516400,83.26556017,,83.26556017,
Luke Brown,Adelaide,['Defender'],Defender,387300,64.84890656,,64.84890656,
Luke Dahlhaus,Geelong,"['Midfield', 'Forward']","Midfield, Forward",418300,89.87320372,90,89.96830093,
Luke Davies-Uniacke,North Melbourne,['Midfield'],Midfield,197500,40,,40,
Luke Dunstan,St Kilda,['Midfield'],Midfield,437000,78.3915547,,78.3915547,
Luke English,Richmond,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Luke Foley,West Coast,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Luke Hodge,Brisbane,['Defender'],Defender,451400,88.15969939,80,82.03992485,
Luke Lavender,Essendon,['Forward'],Forward,123900,23.82692308,,23.82692308,
Luke McDonald,North Melbourne,['Defender'],Defender,362200,69.76455256,,69.76455256,
Luke Parker,Sydney,['Midfield'],Midfield,561700,103.1258634,104,103.7814658,
Luke Ryan,Fremantle,['Defender'],Defender,489900,85.45147679,92,90.3628692,
Luke Shuey,West Coast,['Midfield'],Midfield,492700,96.77053824,95,95.44263456,
Luke Valente,Fremantle,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Lynden Dunn,Collingwood,['Defender'],Defender,328800,69.04979496,,69.04979496,
Mabior Chol,Richmond,['Forward'],Forward,102400,10,,10,
Majak Daw,North Melbourne,['Defender'],Defender,424300,73.51179821,,73.51179821,
Marc Murphy,Carlton,['Midfield'],Midfield,501500,98.59487179,92,93.64871795,
Marc Pittonet,Hawthorn,['Ruck'],Ruck,234500,46.31707317,,46.31707317,
Marcus Adams,Brisbane,['Defender'],Defender,339600,76.67037862,,76.67037862,
Marcus Bontempelli,Western Bulldogs,['Midfield'],Midfield,564600,104.8711705,106,105.7177926,
Mark Baguley,Essendon,['Forward'],Forward,328200,67.72727273,,67.72727273,
Mark Blicavs,Geelong,['Defender'],Defender,405200,84.60175229,83,83.40043807,
Mark Hutchings,West Coast,['Midfield'],Midfield,360500,63.15786776,,63.15786776,
Mark Keane,Collingwood,"['Defender', 'Forward']","Defender, Forward",102400,19.69230769,,19.69230769,
Mark O'Connor,Geelong,['Defender'],Defender,246500,48.39130435,,48.39130435,
Marley Williams,North Melbourne,['Defender'],Defender,340500,67.82574645,,67.82574645,
Martin Frederick,Port Adelaide,"['Defender', 'Midfield']","Defender, Midfield",102400,19.69230769,,19.69230769,
Martin Gleeson,Essendon,['Defender'],Defender,264400,64.00940439,,64.00940439,
Marty Hore,Melbourne,['Defender'],Defender,117300,50.99108416,,50.99108416,
Mason Cox,Collingwood,['Forward'],Forward,334900,59.23893183,,59.23893183,
Mason Redman,Essendon,['Defender'],Defender,309700,56.92682927,,56.92682927,
Mason Wood,North Melbourne,['Forward'],Forward,363300,39.05737503,,39.05737503,
Mathew Walker,Hawthorn,"['Midfield', 'Forward']","Midfield, Forward",117300,58.33333333,,58.33333333,
Matt Cottrell,Carlton,[''],,102400,19.69230769,,19.69230769,
Matt Crouch,Adelaide,['Midfield'],Midfield,551300,97.59148936,113,109.1478723,
Matt Eagles,Brisbane,['Defender'],Defender,200300,41,,41,
Matt Guelfi,Essendon,['Midfield'],Midfield,333300,61,,61,
Matt Owies,Carlton,"['Midfield', 'Forward']","Midfield, Forward",102400,19.69230769,,19.69230769,
Matthew Allen,West Coast,"['Midfield', 'Forward']","Midfield, Forward",123900,23.82692308,,23.82692308,
Matthew Broadbent,Port Adelaide,['Defender'],Defender,261700,78.63013699,,78.63013699,
Matthew Buntine,GWS,['Defender'],Defender,252000,53.35099338,,53.35099338,
Matthew De Boer,GWS,['Forward'],Forward,448500,67.75574713,,67.75574713,
Matthew Dea,Essendon,['Defender'],Defender,333900,69.24882629,,69.24882629,
Matthew Flynn,GWS,['Ruck'],Ruck,123900,49.22910955,,49.22910955,
Matthew Kennedy,Carlton,['Midfield'],Midfield,350600,62.80427046,,62.80427046,
Matthew Kreuzer,Carlton,['Ruck'],Ruck,432900,89.23848764,99,96.55962191,
Matthew Ling,Sydney,"['Midfield', 'Forward']","Midfield, Forward",123900,23.82692308,,23.82692308,
Matthew Lobbe,Carlton,['Ruck'],Ruck,362400,70.64676617,,70.64676617,
Matthew Parker,St Kilda,['Forward'],Forward,117300,42.71627919,,42.71627919,
Matthew Scharenberg,Collingwood,['Defender'],Defender,437200,75,,75,
Matthew Suckling,Western Bulldogs,['Defender'],Defender,497000,78.9804878,,78.9804878,
Matthew Taberner,Fremantle,['Forward'],Forward,354100,58.22063037,,58.22063037,
Maverick Weller,Richmond,['Forward'],Forward,334500,68.54755309,,68.54755309,
Max Gawn,Melbourne,['Ruck'],Ruck,692100,114.1442786,123,120.7860697,
Max King,St Kilda,['Forward'],Forward,193800,37.26923077,,37.26923077,
Max Lynch,Collingwood,['Ruck'],Ruck,123900,23.82692308,,23.82692308,
Michael Gibbons,Carlton,['Midfield'],Midfield,102400,43.99588705,,43.99588705,
Michael Hartley,Essendon,['Defender'],Defender,280100,66.26262626,,66.26262626,
Michael Hibberd,Melbourne,['Defender'],Defender,398700,85.25065274,84,84.31266319,
Michael Hurley,Essendon,['Defender'],Defender,491800,93.50657895,95,94.62664474,
Michael Rischitelli,Gold Coast,['Defender'],Defender,259800,65.73770492,,65.73770492,
Michael Walters,Fremantle,"['Midfield', 'Forward']","Midfield, Forward",476800,83.59202059,90,88.39800515,
Mitch McGovern,Carlton,['Forward'],Forward,368200,64.00806452,,64.00806452,
Mitch Robinson,Brisbane,"['Midfield', 'Forward']","Midfield, Forward",496600,88.0685544,82,83.5171386,
Mitchell Brown,Essendon,['Forward'],Forward,407100,68.95321637,,68.95321637,
Mitchell Crowden,Fremantle,['Forward'],Forward,234000,43,,43,
Mitchell Duncan,Geelong,['Midfield'],Midfield,576500,101.9008857,106,104.9752214,
Mitchell Hannan,Melbourne,['Forward'],Forward,325700,57.03389831,,57.03389831,
Mitchell Hinge,Brisbane,['Defender'],Defender,123900,23.82692308,,23.82692308,
Mitchell Lewis,Hawthorn,['Forward'],Forward,149000,30,,30,
Mitchell Wallis,Western Bulldogs,"['Midfield', 'Forward']","Midfield, Forward",498800,90.53707415,98,96.13426854,
Myles Poholke,Adelaide,['Forward'],Forward,234600,43,,43,
Nakia Cockatoo,Geelong,['Forward'],Forward,190500,49.46236559,,49.46236559,
Nathan Broad,Richmond,['Defender'],Defender,290800,55.96068013,,55.96068013,
Nathan Brown,St Kilda,['Defender'],Defender,227600,45.42269884,,45.42269884,
Nathan Fyfe,Fremantle,['Midfield'],Midfield,618100,112.5449591,120,118.1362398,
Nathan Hrovat,North Melbourne,['Forward'],Forward,266400,60.93075899,,60.93075899,
Nathan Jones,Melbourne,['Midfield'],Midfield,459200,92.03205128,93,92.75801282,
Nathan Kreuger,Geelong,['Forward'],Forward,123900,23.82692308,,23.82692308,
Nathan Murphy,Collingwood,['Defender'],Defender,167200,38,,38,
Nathan Vardy,West Coast,"['Forward', 'Ruck']","Forward, Ruck",306400,66.09363296,,66.09363296,
Nathan Wilson,Fremantle,['Defender'],Defender,435300,72.11533587,,72.11533587,
Neville Jetta,Melbourne,['Defender'],Defender,320000,62.27756059,,62.27756059,
Nic Newman,Carlton,['Defender'],Defender,394100,78.11650485,,78.11650485,
Nicholas Coffield,St Kilda,['Defender'],Defender,286100,52,,52,
Nicholas Holman,Gold Coast,['Forward'],Forward,364700,59.50505051,,59.50505051,
Nicholas Naitanui,West Coast,['Ruck'],Ruck,524400,100.6338028,-1,0,
Nicholas Robertson,Brisbane,['Defender'],Defender,347400,60.62481089,,60.62481089,
Nicholas Shipley,GWS,['Midfield'],Midfield,130300,24,,24,
Nick Blakey,Sydney,['Forward'],Forward,166800,44.71353136,,44.71353136,
Nick Haynes,GWS,['Defender'],Defender,408100,75.74147217,,75.74147217,
Nick Hind,St Kilda,['Midfield'],Midfield,117300,49.40952817,,49.40952817,
Nick Larkey,North Melbourne,['Forward'],Forward,123900,10,,10,
Nick Smith,Sydney,['Defender'],Defender,338200,61.52775606,,61.52775606,
Nick Vlastuin,Richmond,['Defender'],Defender,442900,77.66712391,,77.66712391,
Noah Answerth,Brisbane,"['Defender', 'Midfield']","Defender, Midfield",117300,22.55769231,,22.55769231,
Noah Balta,Richmond,['Forward'],Forward,123900,71.03674265,,71.03674265,
Noah Gown,Essendon,['Forward'],Forward,117300,22.55769231,,22.55769231,
Oleg Markov,Richmond,['Defender'],Defender,158000,51.50746269,,51.50746269,
Oliver Florent,Sydney,['Midfield'],Midfield,359300,60.20083682,,60.20083682,
Oliver Hanrahan,Hawthorn,['Forward'],Forward,123900,51.69162134,,51.69162134,
Oliver Wines,Port Adelaide,['Midfield'],Midfield,528300,97.54869359,102,100.8871734,
Orazio Fantasia,Essendon,['Forward'],Forward,452200,74.25041277,83,80.81260319,
Oscar Allen,West Coast,['Defender'],Defender,236700,54,,54,
Oscar Brownless,Geelong,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Oscar Clavarino,St Kilda,['Defender'],Defender,123900,23.82692308,,23.82692308,
Oscar McDonald,Melbourne,['Defender'],Defender,296100,61.59803922,,61.59803922,
Oscar McInerney,Brisbane,['Forward'],Forward,317600,58,,58,
Oskar Baker,Melbourne,['Midfield'],Midfield,123900,23.82692308,,23.82692308,
Paddy Dow,Carlton,"['Midfield', 'Forward']","Midfield, Forward",323500,59,,59,
Pat Kerr,Carlton,['Forward'],Forward,230800,47,,47,
Patrick Ambrose,Essendon,['Defender'],Defender,258900,56.0845666,,56.0845666,
Patrick Bines,West Coast,"['Forward', 'Ruck']","Forward, Ruck",102400,19.69230769,,19.69230769,
Patrick Cripps,Carlton,['Midfield'],Midfield,648200,107.3802758,122,118.345069,
Patrick Dangerfield,Geelong,"['Midfield', 'Forward']","Midfield, Forward",660500,127.2600536,125,125.5650134,
Patrick Lipinski,Western Bulldogs,"['Midfield', 'Forward']","Midfield, Forward",322200,58.70629371,,58.70629371,
Patrick McCartin,St Kilda,['Forward'],Forward,262200,45.57168299,,45.57168299,
Patrick Naish,Richmond,['Defender'],Defender,123900,23.82692308,,23.82692308,
Patrick Ryder,Port Adelaide,['Ruck'],Ruck,490300,95.01755156,95,95.00438789,
Patrick Wilson,Adelaide,['Midfield'],Midfield,147700,34,,34,
Paul Ahern,North Melbourne,['Midfield'],Midfield,375100,69,,69,
Paul Hunter,Adelaide,['Ruck'],Ruck,102400,19.69230769,,19.69230769,
Paul Puopolo,Hawthorn,['Forward'],Forward,359500,71.63386728,,71.63386728,
Paul Seedsman,Adelaide,['Midfield'],Midfield,440000,73.53020134,,73.53020134,
Pearce Hanley,Gold Coast,['Defender'],Defender,296400,80.88660524,80,80.22165131,
Peter Ladhams,Port Adelaide,['Ruck'],Ruck,123900,23.82692308,,23.82692308,
Peter Wright,Gold Coast,['Forward'],Forward,306400,67.34047919,,67.34047919,
Phil Davis,GWS,['Defender'],Defender,422600,69.05721717,,69.05721717,
Quinton Narkle,Geelong,['Forward'],Forward,241000,49,,49,
Red Og Murphy,North Melbourne,['Midfield'],Midfield,102400,19.69230769,,19.69230769,
Reece Conca,Fremantle,['Midfield'],Midfield,392900,68.65217391,,68.65217391,
Reilly O'Brien,Adelaide,['Ruck'],Ruck,136800,63,,63,
Rhylee West,Western Bulldogs,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Rhys Mathieson,Brisbane,"['Midfield', 'Forward']","Midfield, Forward",365000,69.4933749,,69.4933749,
Rhys Stanley,Geelong,['Ruck'],Ruck,483500,78.45378652,,78.45378652,
Richard Douglas,Adelaide,"['Midfield', 'Forward']","Midfield, Forward",399500,79.27195226,,79.27195226,
Ricky Henderson,Hawthorn,['Midfield'],Midfield,444900,78.61453078,,78.61453078,
Riley Bonner,Port Adelaide,['Defender'],Defender,346000,64.64801865,,64.64801865,
Riley Collier-Dawkins,Richmond,['Midfield'],Midfield,121800,38.5,,38.5,
Riley Grundy,Port Adelaide,['Defender'],Defender,117300,22.55769231,,22.55769231,
Riley Knight,Adelaide,"['Midfield', 'Forward']","Midfield, Forward",348800,58.39705882,,58.39705882,
Roarke Smith,Western Bulldogs,['Defender'],Defender,247000,44.47321429,,44.47321429,
Robbie Fox,Sydney,"['Defender', 'Forward']","Defender, Forward",283400,53.66336634,,53.66336634,
Robbie Gray,Port Adelaide,"['Midfield', 'Forward']","Midfield, Forward",525500,99.28415301,102,101.3210383,
Robbie Tarrant,North Melbourne,['Defender'],Defender,403000,77.17830953,,77.17830953,
Robert Young,St Kilda,['Forward'],Forward,117300,22.55769231,,22.55769231,
Rory Atkins,Adelaide,['Midfield'],Midfield,415800,74.92863285,,74.92863285,
Rory Laird,Adelaide,['Defender'],Defender,587600,100.6309813,104,103.1577453,
Rory Lobb,Fremantle,"['Forward', 'Ruck']","Forward, Ruck",411600,72.71076775,,72.71076775,
Rory Sloane,Adelaide,['Midfield'],Midfield,524300,105.5996293,107,106.6499073,
Rory Thompson,Gold Coast,['Defender'],Defender,265400,51.33911368,,51.33911368,
Rowan Marshall,St Kilda,['Forward'],Forward,341100,61.66019417,,61.66019417,
Rupert Wills,Collingwood,['Midfield'],Midfield,166100,75.8,,75.8,
Ryan Abbott,Geelong,['Ruck'],Ruck,340700,89,65,71,
Ryan Bastinac,Brisbane,['Midfield'],Midfield,245400,77.54887218,,77.54887218,
Ryan Burton,Port Adelaide,['Defender'],Defender,356700,72.0862069,,72.0862069,
Ryan Clarke,Sydney,['Defender'],Defender,355400,64.68203716,,64.68203716,
Ryan Garthwaite,Richmond,['Defender'],Defender,231800,61,,61,
Ryan Lester,Brisbane,['Defender'],Defender,371300,68.88760807,,68.88760807,
Ryan Nyhuis,Fremantle,['Defender'],Defender,284300,52.60869565,,52.60869565,
Ryan Schoenmakers,Hawthorn,['Forward'],Forward,261200,51.44475395,,51.44475395,
Ryley Stoddart,Sydney,['Forward'],Forward,136800,28,,28,
Sam Alabakis,St Kilda,['Ruck'],Ruck,102400,19.69230769,,19.69230769,
Sam Day,Gold Coast,['Forward'],Forward,301700,59.66666667,,59.66666667,
